N,P,K,temperature,humidity,ph,rainfall,previous_crop,farm_size_hectares,current_crop
32.81,60.96,21.81,27.77,63.52,6.21,79.01,Wheat,0.97,PigeonPeas
24.89,35.56,88.35,17.0,57.62,7.29,43.72,Millet,0.32,Chickpea
72.01,51.93,53.69,29.52,76.67,6.28,277.27,Wheat,0.83,Sugarcane
72.17,43.89,51.49,31.44,74.62,5.71,252.66,Wheat,0.68,Rice
17.53,40.1,80.91,14.39,52.26,7.36,18.24,Maize,1.41,Chickpea
81.55,53.76,29.35,30.96,63.5,7.31,287.39,Rice,0.29,Maize
68.4,40.72,54.14,34.4,70.11,6.38,239.96,Fallow,0.33,Rice
39.96,60.83,17.09,28.48,51.33,6.07,62.61,Rice,5.01,MungBean
25.58,47.42,81.7,18.18,50.41,7.19,12.85,Maize,0.4,Chickpea
90.39,54.75,22.88,12.59,71.36,6.83,49.93,Rice,0.98,Wheat
28.54,73.44,20.0,28.45,56.1,6.2,93.79,Rice,0.57,MungBean
21.05,35.88,71.57,14.36,45.48,7.1,47.55,Millet,1.74,Chickpea
87.28,56.99,37.41,29.79,69.96,7.36,239.29,Rice,0.18,Maize
31.39,70.03,17.14,26.8,55.17,6.18,99.77,Rice,0.43,PigeonPeas
76.32,50.39,54.32,33.14,72.08,6.0,217.67,Wheat,0.53,Rice
80.64,55.51,25.3,30.86,69.61,7.03,258.76,Rice,0.15,Maize
38.16,37.65,32.85,10.26,52.81,6.58,10.89,Maize,0.42,Mustard
20.82,28.44,21.17,15.11,51.23,6.65,40.24,Wheat,0.67,Mustard
24.36,68.92,24.23,26.95,66.17,6.15,95.52,Wheat,0.91,PigeonPeas
21.13,32.84,80.93,12.75,49.59,7.78,13.15,Maize,0.17,Chickpea
86.23,48.36,39.15,33.66,72.36,6.05,214.29,Wheat,0.57,Maize
24.1,79.97,23.45,28.79,67.98,6.33,84.29,Wheat,0.65,MungBean
83.41,44.28,56.87,34.68,75.16,6.12,218.42,Wheat,0.56,Sugarcane
29.99,36.44,23.27,14.16,65.1,6.98,25.37,Wheat,0.63,Mustard
22.82,30.39,85.16,17.82,45.19,7.29,47.57,Maize,0.57,Chickpea
85.38,54.06,53.03,31.58,82.25,7.88,229.95,Rice,0.38,Sugarcane
78.87,51.59,36.83,12.53,65.86,6.49,40.21,Rice,0.8,Wheat
30.03,25.15,39.46,10.79,61.18,6.96,47.82,Wheat,0.93,Mustard
82.74,41.53,24.76,28.44,66.67,6.38,291.88,Wheat,0.91,Maize
76.44,47.73,58.82,28.5,73.9,5.75,281.86,Wheat,0.81,Rice
22.54,77.18,15.08,29.14,52.7,6.07,77.06,Wheat,1.69,PigeonPeas
34.84,31.85,23.36,16.36,61.81,6.7,45.46,Wheat,0.97,Mustard
26.0,35.27,79.58,14.71,40.33,7.98,45.82,Maize,0.36,Chickpea
82.64,59.81,49.42,32.46,86.58,7.6,277.38,Wheat,0.55,Sugarcane
79.37,58.73,51.62,30.61,85.41,6.69,269.89,Rice,0.15,Sugarcane
24.69,61.71,19.03,26.47,56.24,5.96,96.19,Wheat,0.97,MungBean
36.91,21.12,25.41,10.62,68.32,6.44,10.23,Maize,0.45,Mustard
85.83,54.24,20.51,30.22,78.8,6.83,220.1,Wheat,0.86,Maize
71.21,46.79,43.2,32.31,70.05,7.87,297.67,Wheat,1.02,Sugarcane
86.46,50.65,32.82,16.05,60.12,7.06,44.83,Maize,0.99,Wheat
19.8,34.96,82.01,17.39,52.66,7.39,19.8,Maize,0.54,Chickpea
29.8,35.92,72.31,15.34,47.37,7.29,36.99,Millet,0.17,Chickpea
20.97,68.08,17.68,26.14,59.07,6.12,71.17,Rice,0.25,PigeonPeas
32.24,70.56,20.48,28.43,60.76,6.02,57.69,Rice,0.55,MungBean
83.37,53.42,44.58,32.75,74.91,6.38,246.74,Maize,0.96,Rice
32.0,77.69,24.54,28.47,54.39,5.83,58.56,Wheat,0.17,PigeonPeas
85.38,59.52,44.18,32.11,86.22,6.3,217.06,Wheat,0.25,Rice
85.7,54.51,50.33,31.51,82.22,6.46,235.2,Wheat,0.59,Sugarcane
29.53,73.75,18.9,29.36,67.52,5.81,80.29,Wheat,0.66,MungBean
87.74,52.26,21.81,13.98,66.81,6.28,46.45,Rice,0.5,Wheat
78.57,40.86,34.34,34.2,76.4,6.94,243.96,Wheat,0.74,Maize
38.31,76.45,17.95,28.5,57.96,5.62,92.43,Wheat,0.73,PigeonPeas
31.76,73.0,23.94,28.99,62.79,6.02,75.11,Wheat,0.86,MungBean
82.61,42.8,52.68,34.21,70.73,6.81,243.62,Wheat,0.85,Rice
32.1,25.03,32.9,18.78,67.31,6.76,15.77,Maize,0.46,Mustard
94.91,57.18,37.5,16.95,75.61,6.67,40.74,Rice,0.4,Wheat
94.58,46.44,36.31,29.55,60.87,7.33,262.49,Wheat,1.96,Maize
34.13,79.36,16.3,25.39,60.53,5.75,81.64,Wheat,0.34,MungBean
35.77,67.83,19.08,28.02,68.52,6.33,65.96,Rice,0.92,MungBean
37.48,63.61,20.17,25.25,57.44,6.04,91.73,Rice,0.73,MungBean
38.44,76.46,15.47,29.4,65.16,6.17,96.5,Wheat,0.46,MungBean
78.6,58.92,46.77,28.1,79.33,6.25,238.63,Wheat,0.73,Rice
86.65,41.2,54.27,28.94,87.96,6.87,295.09,Wheat,0.1,Sugarcane
87.78,42.26,42.62,30.01,88.54,7.97,282.54,Wheat,0.9,Sugarcane
27.99,65.59,16.17,25.98,62.02,5.68,97.53,Wheat,0.71,MungBean
75.57,58.3,45.94,29.48,82.41,6.68,264.79,Wheat,0.43,Rice
20.45,49.49,72.93,13.9,51.73,7.15,34.89,Maize,0.7,Chickpea
35.81,63.58,23.2,26.35,59.35,5.65,83.73,Wheat,0.8,MungBean
34.38,26.84,24.64,16.93,55.75,6.07,20.81,Maize,0.82,Mustard
21.08,78.39,23.83,28.82,55.09,5.88,92.04,Rice,0.9,MungBean
71.87,47.8,58.58,32.39,88.04,6.99,227.88,Wheat,0.1,Rice
35.14,24.61,33.64,13.07,65.5,7.0,44.96,Maize,0.27,Mustard
27.62,23.63,32.97,17.11,61.27,6.53,42.87,Maize,0.32,Mustard
22.47,67.61,22.31,25.21,56.51,6.32,97.31,Wheat,0.6,MungBean
23.59,65.57,16.67,26.66,56.96,6.09,55.84,Rice,0.15,MungBean
22.58,78.97,17.09,27.69,61.95,6.34,59.87,Rice,0.67,MungBean
89.29,54.49,54.02,28.52,71.88,6.87,258.73,Wheat,0.51,Rice
84.82,44.82,39.17,10.47,66.97,7.17,28.16,Rice,0.91,Wheat
26.08,35.86,26.41,11.16,56.12,6.89,39.44,Wheat,0.8,Mustard
70.17,44.93,43.04,32.94,85.85,5.58,213.88,Maize,0.94,Rice
36.4,68.27,15.81,28.11,61.93,6.3,51.95,Rice,1.79,PigeonPeas
26.9,41.49,74.94,18.33,44.65,7.71,36.53,Maize,0.34,Chickpea
26.13,33.92,37.45,10.34,65.17,6.9,43.72,Maize,0.85,Mustard
72.77,57.21,58.31,31.42,84.42,6.62,271.49,Rice,0.86,Sugarcane
37.9,79.55,15.8,25.89,59.94,6.31,63.25,Wheat,0.65,MungBean
70.57,46.17,57.91,31.33,81.5,7.02,260.05,Rice,0.69,Sugarcane
74.73,45.02,40.48,33.99,85.48,5.58,242.55,Fallow,1.49,Rice
29.06,47.03,84.77,14.38,44.29,7.16,34.23,Millet,0.55,Chickpea
84.3,42.27,41.24,28.16,72.25,6.28,256.35,Maize,1.41,Rice
85.5,42.86,21.87,17.53,60.56,7.0,18.72,Rice,0.74,Wheat
19.56,38.24,83.47,14.4,48.72,7.66,49.59,Maize,1.25,Chickpea
27.09,77.25,22.82,28.09,52.27,5.76,55.0,Wheat,0.23,PigeonPeas
31.2,71.28,20.34,25.23,57.72,5.86,62.2,Wheat,0.54,MungBean
72.92,40.46,50.36,32.14,78.31,7.95,272.74,Rice,0.81,Sugarcane
93.46,48.07,29.39,10.08,71.0,6.32,45.83,Rice,0.11,Wheat
79.85,48.64,57.76,30.16,84.91,7.36,280.48,Rice,0.85,Sugarcane
78.77,43.34,24.0,13.89,66.42,6.76,49.63,Rice,1.15,Wheat
75.88,44.22,33.6,32.53,62.88,6.72,213.11,Rice,0.53,Maize
38.64,73.78,20.1,28.75,55.18,6.41,63.41,Wheat,0.92,MungBean
88.79,41.42,42.99,30.83,79.05,7.03,239.82,Rice,0.3,Sugarcane
93.52,46.73,20.79,11.14,78.03,7.15,10.19,Rice,0.93,Wheat
31.54,39.37,28.48,12.0,52.44,6.28,14.51,Wheat,0.42,Mustard
23.62,25.78,22.78,19.74,62.62,6.36,34.4,Maize,0.75,Mustard
20.74,64.56,19.63,28.1,67.61,6.31,60.88,Rice,7.69,MungBean
27.56,65.32,16.98,29.85,67.68,5.54,90.88,Wheat,0.88,MungBean
36.09,66.73,21.11,28.43,64.69,5.79,98.45,Wheat,0.5,MungBean
78.44,54.8,46.42,28.07,75.79,6.61,249.67,Rice,0.96,Sugarcane
32.05,37.53,32.22,17.69,53.36,6.92,15.23,Wheat,12.18,Mustard
34.31,66.5,19.61,28.29,51.85,5.76,87.55,Wheat,0.65,PigeonPeas
38.57,36.04,21.04,14.51,67.46,6.74,45.05,Wheat,0.27,Mustard
93.79,46.98,37.85,31.09,61.3,7.25,254.89,Wheat,0.35,Maize
26.1,65.32,22.74,26.94,50.49,6.35,88.54,Wheat,0.63,MungBean
24.18,35.29,39.37,13.94,56.45,6.15,40.34,Maize,0.14,Mustard
75.78,41.87,25.26,12.1,72.47,6.61,23.71,Rice,1.79,Wheat
83.49,55.04,48.67,32.24,70.16,7.63,251.41,Rice,0.65,Sugarcane
36.26,79.79,16.53,27.94,64.6,6.03,78.55,Rice,0.37,MungBean
25.36,49.21,84.69,17.58,43.49,7.98,15.75,Maize,0.97,Chickpea
78.67,51.78,45.85,30.23,84.44,6.72,209.37,Wheat,0.5,Rice
75.03,52.55,49.13,30.42,74.19,5.56,278.11,Maize,0.44,Rice
82.98,46.67,33.64,33.38,67.78,6.13,265.47,Rice,0.12,Maize
94.9,44.12,38.44,30.47,77.73,6.6,230.01,Wheat,0.57,Maize
76.21,47.38,27.86,10.29,76.46,7.01,18.22,Maize,0.1,Wheat
87.89,47.7,21.13,11.86,70.81,6.96,37.41,Rice,0.42,Wheat
86.98,58.64,49.32,34.29,79.23,6.34,286.94,Wheat,0.21,Sugarcane
82.03,46.44,38.5,11.82,66.94,6.14,18.02,Maize,0.43,Wheat
28.95,39.19,88.21,19.67,42.92,7.04,18.02,Maize,1.34,Chickpea
79.93,44.77,37.02,32.54,60.61,7.26,256.73,Rice,0.94,Maize
87.88,45.83,31.5,31.13,77.99,7.24,216.31,Rice,0.7,Maize
80.43,41.77,46.54,33.94,88.47,6.11,240.7,Wheat,0.42,Sugarcane
94.99,48.19,26.19,32.69,60.01,6.65,232.31,Wheat,0.61,Maize
79.45,41.59,59.94,31.24,70.35,6.13,201.43,Wheat,0.97,Sugarcane
70.6,53.81,57.08,29.81,84.04,6.24,290.13,Rice,0.67,Sugarcane
87.24,50.53,34.04,33.75,76.99,6.44,291.97,Rice,1.42,Maize
72.93,52.23,51.79,31.95,79.86,7.11,211.31,Wheat,0.76,Sugarcane
38.98,69.25,18.29,26.5,55.47,6.41,56.19,Wheat,0.61,MungBean
18.28,35.65,75.73,13.66,44.28,7.42,19.43,Maize,1.3,Chickpea
24.86,32.56,84.07,19.94,51.86,7.51,15.88,Millet,0.3,Chickpea
33.56,24.39,21.38,19.22,62.62,6.44,26.77,Wheat,0.83,Mustard
28.82,47.45,82.18,15.2,55.12,7.38,12.35,Maize,0.28,Chickpea
33.07,78.21,22.86,29.53,54.77,6.29,60.77,Rice,0.85,MungBean
87.15,56.03,23.24,11.07,73.99,6.27,46.79,Rice,0.48,Wheat
81.18,41.16,47.72,32.11,88.96,6.81,211.24,Maize,0.12,Rice
72.17,44.01,51.75,31.54,86.8,6.18,231.03,Wheat,0.45,Rice
82.51,55.15,53.44,33.28,77.7,6.91,267.31,Maize,0.18,Rice
39.35,37.44,39.48,18.28,58.84,6.82,49.5,Wheat,0.67,Mustard
81.66,49.81,52.81,34.77,89.25,6.91,217.71,Maize,0.25,Rice
25.15,73.68,16.04,25.27,56.17,5.89,97.37,Rice,0.35,MungBean
82.52,59.48,44.08,31.76,82.82,6.84,226.49,Wheat,0.61,Rice
90.32,59.67,28.94,28.45,75.34,6.07,226.53,Wheat,0.61,Maize
81.59,50.85,41.5,33.35,81.42,6.41,267.06,Wheat,0.42,Sugarcane
31.07,68.79,24.97,25.03,55.43,6.0,89.88,Wheat,0.61,MungBean
33.85,27.7,24.46,16.65,65.08,6.22,23.7,Maize,0.17,Mustard
76.83,55.78,39.86,12.76,73.12,7.26,35.86,Rice,0.23,Wheat
98.5,45.05,33.86,19.56,78.03,6.32,43.55,MungBean,0.16,Wheat
22.18,69.68,17.17,25.34,55.7,6.4,82.38,Wheat,0.83,MungBean
93.71,52.05,28.3,15.77,66.84,6.71,34.75,Rice,8.33,Wheat
89.9,46.71,55.09,29.77,79.56,7.69,246.13,Rice,0.25,Sugarcane
77.96,53.62,21.58,34.64,77.54,6.69,254.92,Wheat,0.65,Maize
79.29,46.29,52.89,28.11,74.22,6.05,226.27,Wheat,0.56,Sugarcane
77.34,57.84,29.6,13.59,74.73,7.12,40.05,Rice,0.73,Wheat
82.43,56.71,28.08,15.66,68.2,6.83,42.3,Rice,0.51,Wheat
86.06,47.11,57.26,33.37,70.31,5.7,257.81,Maize,0.69,Rice
20.97,34.12,39.79,15.11,59.21,6.97,23.19,Wheat,0.78,Mustard
39.38,78.28,19.29,27.13,66.39,5.65,53.06,Rice,7.66,MungBean
87.35,53.78,22.71,14.21,77.55,7.12,24.39,Rice,0.73,Wheat
27.89,78.57,22.35,29.29,62.05,6.03,56.05,Rice,0.39,PigeonPeas
38.25,72.05,22.65,29.88,66.12,6.28,61.95,Rice,0.37,PigeonPeas
15.82,40.31,78.69,10.32,53.67,7.22,32.07,Maize,0.13,Chickpea
89.35,49.91,38.13,30.92,68.32,6.63,291.76,Wheat,0.52,Maize
88.96,54.11,55.18,33.38,72.73,7.69,206.63,Rice,0.89,Sugarcane
95.5,57.65,36.64,13.58,61.08,7.24,15.67,PigeonPeas,0.79,Wheat
37.53,65.53,16.86,26.86,67.51,6.31,82.46,Wheat,0.61,MungBean
79.38,59.87,50.81,29.97,71.22,6.28,272.11,Maize,0.27,Rice
89.68,40.05,44.64,29.9,82.53,6.06,273.76,Maize,0.12,Rice
90.29,52.34,22.41,32.79,76.67,7.19,297.91,Rice,0.97,Maize
37.11,72.61,17.88,29.31,55.42,6.0,84.68,Rice,7.46,MungBean
16.29,32.09,72.85,15.1,45.84,7.24,18.08,Maize,0.97,Chickpea
31.12,61.48,20.84,27.29,53.87,5.79,54.64,Wheat,0.15,MungBean
38.54,29.32,24.14,11.82,58.66,6.77,16.09,Wheat,0.26,Mustard
37.14,25.95,22.26,17.79,62.61,6.47,11.86,Wheat,0.58,Mustard
34.85,32.79,28.95,17.73,54.26,6.51,14.35,Maize,0.79,Mustard
84.05,46.7,27.06,33.47,73.72,6.36,279.44,Wheat,0.72,Maize
29.19,21.4,30.21,10.67,69.63,6.11,42.09,Maize,0.91,Mustard
89.78,50.57,46.95,29.97,81.59,6.79,279.83,Maize,0.14,Rice
36.07,73.89,23.6,26.94,53.63,5.78,83.96,Rice,0.1,PigeonPeas
74.38,58.05,42.61,34.65,80.78,6.85,231.44,Rice,1.66,Sugarcane
31.34,76.38,21.49,28.18,65.25,6.45,92.49,Rice,0.41,MungBean
88.15,55.41,32.81,10.13,66.44,7.14,11.19,Maize,0.83,Wheat
88.16,42.85,49.79,30.56,79.36,7.32,225.27,Wheat,0.23,Sugarcane
71.99,51.62,43.44,34.65,80.15,6.58,238.1,Wheat,0.35,Rice
72.85,42.2,59.99,32.77,71.66,7.67,229.19,Wheat,0.9,Sugarcane
85.09,51.31,48.47,29.78,79.86,6.62,209.46,Rice,0.36,Sugarcane
74.03,43.43,53.0,29.46,78.08,6.01,290.61,Wheat,0.5,Rice
16.35,45.94,89.67,19.0,47.94,7.66,43.88,Maize,0.37,Chickpea
94.7,53.79,35.21,34.43,66.85,6.89,215.62,Rice,1.98,Maize
75.47,51.22,38.08,15.35,78.08,6.46,13.79,Rice,7.53,Wheat
23.07,22.92,28.04,14.76,68.66,6.67,17.89,Maize,0.87,Mustard
26.61,76.99,23.06,26.45,51.94,5.51,56.41,Rice,0.55,PigeonPeas
89.19,47.8,31.44,12.45,74.96,7.37,31.88,Rice,0.88,Wheat
92.52,41.25,36.97,15.89,79.86,6.83,32.25,Rice,0.14,Wheat
36.73,37.57,38.66,13.7,65.93,6.1,18.22,Maize,0.65,Mustard
81.07,45.95,42.69,30.87,82.68,6.49,215.24,Wheat,0.15,Sugarcane
25.41,34.86,70.36,14.17,43.08,7.96,30.82,Millet,0.22,Chickpea
92.55,45.6,31.98,16.95,60.49,7.37,32.73,Rice,0.16,Wheat
22.26,67.83,16.06,27.43,53.71,6.05,73.65,Rice,1.53,PigeonPeas
35.56,27.39,36.03,13.77,61.39,6.4,26.67,Wheat,0.79,Mustard
88.16,54.57,57.6,28.24,82.69,6.57,204.06,Wheat,0.84,Rice
20.88,29.37,30.98,10.53,61.26,6.88,48.59,Wheat,1.94,Mustard
72.12,53.83,42.23,28.49,83.44,6.81,293.32,Maize,0.39,Rice
16.23,43.71,76.68,13.17,50.06,7.08,15.28,Maize,0.64,Chickpea
89.49,45.93,24.47,14.21,69.74,6.29,21.76,Maize,0.55,Wheat
84.93,46.38,53.21,33.45,78.6,5.77,219.63,Wheat,1.48,Rice
23.75,32.52,37.56,18.66,63.51,6.71,18.19,Maize,4.46,Mustard
28.37,69.64,22.87,26.83,65.39,5.55,53.4,Wheat,0.85,PigeonPeas
70.98,35.35,45.73,30.91,76.3,6.86,231.83,Fallow,0.74,Rice
27.52,73.84,16.95,25.66,65.25,6.23,57.19,Rice,0.62,MungBean
21.1,32.38,84.9,18.99,46.08,7.61,32.65,Maize,0.82,Chickpea
22.77,32.62,80.98,14.77,59.12,7.14,19.26,Millet,0.81,Chickpea
28.91,63.68,18.56,26.99,55.21,5.87,94.57,Wheat,0.11,MungBean
33.2,66.76,24.4,26.4,66.06,5.55,70.84,Rice,0.62,MungBean
36.88,62.15,18.14,27.5,56.63,6.12,94.67,Wheat,0.97,PigeonPeas
76.46,58.28,55.69,28.5,88.73,6.13,275.69,Rice,0.14,Sugarcane
73.86,38.03,42.26,30.17,87.6,5.71,237.04,Fallow,0.39,Rice
86.81,40.29,34.6,15.17,67.69,6.39,25.53,Rice,0.29,Wheat
91.09,55.54,34.87,32.42,77.0,7.14,263.75,Rice,0.77,Maize
77.78,40.18,33.64,14.9,78.06,7.39,18.04,Rice,1.59,Wheat
28.54,36.29,20.11,14.64,67.23,6.98,27.8,Wheat,0.52,Mustard
25.42,76.38,24.12,26.08,65.51,6.43,50.36,Wheat,0.73,MungBean
27.21,79.43,17.59,25.15,55.6,6.2,77.99,Rice,0.26,MungBean
75.19,57.83,26.11,13.88,77.14,6.22,27.26,Rice,1.93,Wheat
29.58,20.83,32.54,18.76,60.33,6.79,12.01,Wheat,0.99,Mustard
84.47,42.09,32.6,29.04,65.19,6.32,235.2,Rice,0.49,Maize
77.52,36.3,50.37,30.56,72.88,6.85,274.46,Fallow,0.36,Rice
22.17,33.02,76.16,19.37,44.83,7.59,21.92,Millet,0.79,Chickpea
31.98,74.69,18.69,28.74,56.69,5.84,81.04,Rice,0.1,MungBean
83.6,43.88,35.34,33.4,75.95,7.38,276.06,Wheat,0.1,Maize
81.47,45.77,47.58,28.03,83.87,6.92,276.46,Wheat,0.86,Sugarcane
31.19,75.15,22.53,27.26,68.65,6.5,87.57,Wheat,0.52,PigeonPeas
39.56,31.07,31.92,15.89,57.32,6.82,13.1,Wheat,0.31,Mustard
77.06,53.09,60.0,30.73,73.41,6.1,200.8,Wheat,0.56,Rice
26.77,71.58,15.57,28.73,65.07,5.65,65.53,Wheat,1.51,MungBean
89.07,52.53,55.61,33.06,86.7,7.73,254.22,Rice,0.39,Sugarcane
28.55,64.71,18.55,29.18,62.44,5.78,82.08,Wheat,0.94,PigeonPeas
92.35,45.95,23.04,18.04,70.86,7.45,36.22,Rice,0.74,Wheat
30.37,70.75,23.61,29.41,52.63,6.49,63.16,Wheat,7.35,PigeonPeas
89.11,58.68,48.7,30.43,81.74,6.78,271.04,Rice,0.16,Sugarcane
80.05,57.29,57.89,31.06,87.3,5.61,266.01,Wheat,0.33,Rice
25.46,44.63,84.31,17.82,46.84,7.62,37.52,Maize,0.9,Chickpea
92.74,44.99,28.04,29.06,62.71,6.84,214.26,Wheat,0.88,Maize
84.45,57.09,52.51,34.1,82.84,6.73,281.01,Wheat,0.77,Sugarcane
85.48,49.69,40.54,31.64,73.58,5.63,238.9,Maize,1.0,Rice
82.48,50.55,29.42,16.33,65.3,6.24,31.8,Maize,0.48,Wheat
72.17,49.71,47.76,32.08,87.47,7.77,299.78,Wheat,0.75,Sugarcane
93.56,40.67,34.01,17.83,68.02,7.05,49.23,Rice,0.31,Wheat
73.54,48.85,58.42,34.15,73.56,7.28,295.81,Rice,0.35,Sugarcane
87.29,42.2,36.03,34.24,65.76,7.28,257.21,Rice,0.85,Maize
93.88,59.43,27.04,16.59,74.09,6.31,45.14,Rice,0.93,Wheat
73.33,51.68,50.2,33.75,70.71,6.62,256.2,Wheat,1.09,Sugarcane
22.09,32.39,35.6,19.38,58.57,6.78,23.41,Wheat,0.95,Mustard
75.53,43.71,44.87,32.66,86.6,5.55,212.03,Fallow,0.66,Rice
36.7,32.75,28.37,10.71,65.7,6.16,26.45,Wheat,0.49,Mustard
26.69,67.33,19.71,27.79,57.13,5.52,98.9,Wheat,0.18,MungBean
90.9,41.35,35.95,31.65,78.95,7.19,260.8,Rice,0.41,Maize
86.41,56.34,49.5,32.97,82.27,6.37,290.5,Wheat,1.36,Rice
87.5,40.86,35.93,11.96,69.24,6.28,44.52,Rice,0.65,Wheat
87.84,55.39,20.15,10.81,72.78,6.96,17.99,Rice,0.9,Wheat
75.76,53.4,43.74,34.52,76.57,6.21,207.5,Rice,0.32,Sugarcane
70.27,36.35,43.24,34.1,71.67,6.18,204.71,Fallow,0.74,Rice
86.12,59.09,45.0,33.03,78.33,7.46,274.78,Wheat,4.21,Sugarcane
85.95,55.24,32.46,11.96,60.37,6.82,22.04,Rice,0.29,Wheat
32.42,79.78,19.16,29.5,54.86,5.78,91.56,Rice,0.25,PigeonPeas
79.23,53.63,46.38,33.75,73.41,7.95,296.49,Wheat,1.86,Sugarcane
71.18,52.1,48.78,28.38,83.36,6.05,209.65,Rice,0.26,Sugarcane
81.4,42.77,54.01,33.06,87.48,6.22,232.86,Maize,0.88,Rice
70.21,45.29,44.27,31.73,72.43,7.13,237.21,Rice,0.79,Sugarcane
82.88,53.89,54.93,31.51,83.26,6.02,290.45,Wheat,0.86,Rice
39.05,31.78,34.39,12.37,64.3,6.17,43.09,Wheat,1.43,Mustard
80.47,49.93,37.3,33.19,73.71,6.41,209.16,Wheat,0.97,Maize
81.13,58.14,29.69,30.22,71.88,6.7,254.82,Wheat,0.99,Maize
18.02,33.48,82.17,13.3,52.6,7.15,28.04,Millet,0.78,Chickpea
24.16,67.15,19.14,25.49,56.13,6.47,80.39,Wheat,0.64,MungBean
25.44,21.95,22.55,10.67,69.32,6.74,26.91,Maize,0.72,Mustard
75.79,44.31,29.74,28.99,64.02,7.49,254.1,Rice,0.96,Maize
81.49,50.23,33.59,10.22,66.19,6.22,16.91,Rice,5.03,Wheat
31.86,62.32,16.59,26.42,57.51,6.31,72.81,Rice,1.31,MungBean
26.64,36.03,21.98,18.42,52.49,6.61,35.38,Maize,6.31,Mustard
84.79,43.38,36.24,17.97,76.19,7.47,10.13,Rice,0.9,Wheat
24.06,48.6,82.19,11.62,48.36,7.68,27.79,Maize,1.56,Chickpea
76.15,40.76,56.3,33.36,77.64,6.42,240.02,Maize,0.95,Rice
28.3,44.02,78.9,14.72,58.87,7.91,35.7,Maize,1.86,Chickpea
34.72,37.16,32.67,15.83,57.59,6.12,23.88,Wheat,0.86,Mustard
17.96,30.9,83.95,12.29,54.26,7.13,31.59,Millet,0.78,Chickpea
83.57,50.06,50.83,31.91,88.91,7.23,211.26,Wheat,0.63,Sugarcane
76.31,35.08,59.58,29.21,87.84,6.17,262.28,Fallow,0.9,Rice
88.94,42.89,41.23,33.87,76.73,6.39,253.06,Wheat,5.05,Sugarcane
23.78,45.97,71.92,11.84,47.39,7.63,42.01,Millet,1.9,Chickpea
25.53,31.87,81.97,19.92,58.12,7.63,35.94,Millet,0.57,Chickpea
72.49,49.29,51.23,28.23,79.72,7.75,259.65,Rice,0.54,Sugarcane
85.38,59.89,33.28,34.47,76.98,7.21,299.68,Rice,0.38,Maize
25.08,38.57,80.86,13.42,45.31,7.74,30.04,Maize,0.46,Chickpea
32.16,73.86,18.9,28.86,65.02,6.42,90.25,Wheat,0.83,PigeonPeas
38.83,77.57,18.38,29.76,64.21,5.85,54.3,Rice,0.2,PigeonPeas
23.23,68.95,24.81,26.33,53.1,5.72,74.79,Rice,1.02,MungBean
71.63,41.3,51.25,30.85,80.59,6.13,244.14,Wheat,0.58,Rice
91.75,44.71,29.04,34.06,68.17,6.15,277.06,Wheat,7.67,Maize
70.82,40.51,42.26,31.89,76.81,6.42,277.49,Maize,0.85,Rice
33.14,27.71,33.59,16.45,51.8,6.64,22.35,Wheat,0.36,Mustard
31.06,71.97,21.5,25.18,51.91,6.12,75.57,Wheat,0.21,PigeonPeas
84.61,59.07,46.24,33.37,77.35,6.77,234.44,Maize,0.99,Rice
19.89,39.06,80.77,17.73,40.88,7.55,11.19,Maize,0.19,Chickpea
26.61,78.17,16.47,26.39,56.75,5.51,68.69,Wheat,0.6,MungBean
29.86,75.03,15.36,27.76,50.32,6.04,57.89,Rice,1.5,PigeonPeas
76.21,54.35,36.64,30.23,73.56,7.31,219.8,Rice,0.79,Maize
73.21,41.73,50.0,32.0,84.26,6.97,225.42,Wheat,0.12,Sugarcane
16.44,40.53,75.85,11.29,56.48,7.12,49.64,Millet,0.67,Chickpea
94.63,64.96,22.07,17.29,77.08,6.27,27.79,MungBean,0.54,Wheat
89.37,45.54,40.52,34.17,84.96,5.93,289.19,Wheat,0.97,Rice
75.11,56.41,36.31,15.57,69.7,6.62,14.61,Rice,0.55,Wheat
83.88,52.58,24.28,11.96,68.11,7.31,22.18,Rice,1.24,Wheat
20.34,77.31,15.14,28.88,63.97,6.46,91.98,Rice,0.23,MungBean
90.31,52.97,37.07,34.06,60.38,6.27,289.74,Wheat,0.79,Maize
25.75,34.45,80.79,17.8,42.27,7.97,12.28,Millet,0.34,Chickpea
17.6,41.23,74.73,10.22,43.73,7.15,29.2,Millet,0.21,Chickpea
84.86,40.98,28.78,17.88,60.77,6.57,43.95,Rice,0.25,Wheat
35.94,36.92,20.92,11.57,55.25,6.3,31.02,Maize,0.9,Mustard
27.08,31.13,73.9,18.75,53.47,7.56,27.75,Maize,1.17,Chickpea
34.71,69.01,22.21,27.14,62.07,5.76,62.86,Wheat,0.45,MungBean
77.4,45.78,49.28,28.61,71.39,6.28,216.41,Wheat,6.35,Rice
74.42,46.99,56.13,30.97,76.19,6.73,257.27,Maize,0.9,Rice
32.39,72.07,21.02,25.86,60.27,6.49,83.02,Rice,0.68,PigeonPeas
26.59,38.7,24.92,10.35,61.91,6.14,33.1,Wheat,0.52,Mustard
63.96,41.9,44.77,32.87,73.59,6.51,251.33,Fallow,0.19,Rice
21.1,66.3,24.19,29.03,52.52,5.74,71.12,Wheat,0.31,PigeonPeas
